tweet_id,text,created_at,retweet_count,reply_count,like_count,quote_count,source,lang,author_id,author_name,author_username,author_verified,author_created_at,author_followers,author_following,author_tweet_count
29655820,CAA protests in India spark debate over citizenship.,2025-11-10 20:19:26.218022,1,1,3,1,Twitter for Android,en,100087,User100087,user_100087,False,2023-12-12 10:19:26.218022,16906,2850,177297
49648899,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-13 02:19:26.218022,0,1,4,0,Twitter for Android,en,100122,User100122,user_100122,False,2021-12-10 10:19:26.218022,41469,1681,188976
23839094,CAA/NRC policy clarification by ministers sparks reactions.,2025-10-31 12:19:26.218022,1,1,1,1,Twitter Web App,en,100128,User100128,user_100128,False,2019-01-06 10:19:26.218022,42966,4286,66090
16202258,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-02 07:19:26.218022,3,3,6,1,Twitter for Android,en,100066,User100066,user_100066,False,2018-10-08 10:19:26.218022,17463,3445,43575
90235127,Support for CAA grows amid confusion about NRC.,2025-10-26 10:19:26.218022,2,1,5,2,Twitter for Android,en,100035,User100035,user_100035,False,2024-10-23 10:19:26.218022,3758,4780,197321
88987338,CAA policy merits and drawbacks discussed in parliament.,2025-11-11 03:19:26.218022,0,0,6,0,Twitter Web App,en,100058,User100058,user_100058,False,2024-08-04 10:19:26.218022,25886,4912,135109
13138145,Support for CAA grows amid confusion about NRC.,2025-11-03 13:19:26.218022,1,1,3,0,Twitter for Android,en,100069,User100069,user_100069,False,2025-02-27 10:19:26.218022,10502,981,6152
41970599,India politics and CAA: perspectives from different states.,2025-10-31 19:19:26.218022,3,0,3,0,Twitter for iPhone,en,100011,User100011,user_100011,False,2021-12-12 10:19:26.218022,23493,1479,48605
43458471,Voices against CAA rise; what are the implications?,2025-11-10 16:19:26.218022,4,1,6,0,Twitter for iPhone,en,100010,User100010,user_100010,False,2025-01-07 10:19:26.218022,43011,2825,155019
55745469,CAA protests in India spark debate over citizenship.,2025-11-04 17:19:26.218022,1,3,4,1,Twitter Web App,en,100016,User100016,user_100016,False,2015-04-13 10:19:26.218022,25861,1017,55641
62715014,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 17:19:26.218022,6,1,5,0,Twitter Web App,en,100079,User100079,user_100079,False,2019-08-31 10:19:26.218022,31299,1716,70363
22267883,Citizenship Amendment Act and NRC policy discussion.,2025-11-09 17:19:26.218022,5,1,3,1,Twitter for Android,en,100136,User100136,user_100136,False,2016-02-26 10:19:26.218022,677,4469,160825
85304674,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-10 13:19:26.218022,4,0,2,1,BotService,en,100038,User100038,user_100038,False,2016-03-18 10:19:26.218022,23674,1637,93314
74884070,CAA policy merits and drawbacks discussed in parliament.,2025-11-08 05:19:26.218022,0,0,3,0,Twitter Web App,en,100122,User100122,user_100122,False,2021-12-10 10:19:26.218022,41469,1681,188976
77506574,NRC and CAA explained; is it fair for all?,2025-10-26 02:19:26.218022,0,0,3,0,BotService,en,100083,User100083,user_100083,False,2018-04-12 10:19:26.218022,28950,4466,17069
49043896,India politics and CAA: perspectives from different states.,2025-10-28 21:19:26.218022,3,5,3,1,Twitter Web App,en,100048,User100048,user_100048,False,2017-09-08 10:19:26.218022,37514,1803,8205
95561923,CAA/NRC policy clarification by ministers sparks reactions.,2025-10-30 14:19:26.218022,0,4,5,0,Twitter for iPhone,en,100002,User100002,user_100002,False,2016-04-01 10:19:26.218022,44141,2920,16073
16155579,NRC and CAA explained; is it fair for all?,2025-10-26 20:19:26.218022,2,5,3,1,Twitter Web App,en,100141,User100141,user_100141,False,2024-12-24 10:19:26.218022,4814,1839,129523
95641772,NRC and CAA explained; is it fair for all?,2025-11-07 02:19:26.218022,0,3,7,0,Twitter for iPhone,en,100027,User100027,user_100027,False,2025-02-11 10:19:26.218022,21528,1485,50065
34859871,NRC and CAA explained; is it fair for all?,2025-11-03 13:19:26.218022,2,2,4,2,Twitter Web App,en,100088,User100088,user_100088,False,2024-02-24 10:19:26.218022,20066,4584,187678
83663899,CAA protests in India spark debate over citizenship.,2025-11-03 02:19:26.218022,0,1,3,0,Twitter for Android,en,100012,User100012,user_100012,False,2025-08-02 10:19:26.218022,14551,3153,198243
30353727,NRC and CAA explained; is it fair for all?,2025-10-29 05:19:26.218022,1,0,4,0,Twitter for Android,en,100059,User100059,user_100059,False,2021-10-21 10:19:26.218022,46224,1219,86466
68237814,Voices against CAA rise; what are the implications?,2025-10-28 05:19:26.218022,1,0,7,0,Twitter Web App,en,100028,User100028,user_100028,False,2024-02-20 10:19:26.218022,45161,1758,105928
11074961,Voices against CAA rise; what are the implications?,2025-10-27 00:19:26.218022,2,1,7,1,Twitter Web App,en,100028,User100028,user_100028,False,2024-02-20 10:19:26.218022,45161,1758,105928
75658413,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-08 02:19:26.218022,0,0,2,1,BotService,en,100014,User100014,user_100014,False,2021-07-28 10:19:26.218022,45768,162,37115
80047063,India politics and CAA: perspectives from different states.,2025-11-07 16:19:26.218022,0,1,2,0,Twitter Web App,en,100014,User100014,user_100014,False,2021-07-28 10:19:26.218022,45768,162,37115
48836811,CAA protests in India spark debate over citizenship.,2025-11-02 06:19:26.218022,0,1,5,0,Twitter Web App,en,100071,User100071,user_100071,False,2024-02-14 10:19:26.218022,38220,1896,183007
43138881,Debate on CAA continues across cities; protests and support.,2025-11-13 10:19:26.218022,1,0,3,0,Twitter for iPhone,en,100120,User100120,user_100120,False,2021-02-02 10:19:26.218022,39091,2994,19115
21091989,Why is NRC linked to CAA in discourse?,2025-11-08 03:19:26.218022,1,2,11,0,Twitter for Android,en,100102,User100102,user_100102,True,2018-12-27 10:19:26.218022,20501,3374,143283
51681557,Citizenship Amendment Act and NRC policy discussion.,2025-11-02 19:19:26.218022,3,1,5,0,Twitter Web App,en,100126,User100126,user_100126,False,2023-11-23 10:19:26.218022,21243,1244,3759
86123517,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-02 12:19:26.218022,0,1,5,1,Twitter for Android,en,100036,User100036,user_100036,False,2016-03-31 10:19:26.218022,30313,1496,68890
21950831,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 02:19:26.218022,2,1,7,1,Twitter for Android,en,100019,User100019,user_100019,False,2025-07-03 10:19:26.218022,48994,2569,120201
64503422,Why is NRC linked to CAA in discourse?,2025-11-05 23:19:26.218022,3,0,6,1,Twitter for Android,en,100086,User100086,user_100086,False,2020-08-09 10:19:26.218022,1160,1932,74790
65757486,CAA policy merits and drawbacks discussed in parliament.,2025-11-08 20:19:26.218022,2,1,5,0,Twitter for Android,en,100044,User100044,user_100044,False,2024-01-06 10:19:26.218022,27858,1148,86252
25702852,CAA protests in India spark debate over citizenship.,2025-11-06 09:19:26.218022,2,0,4,0,Twitter for iPhone,en,100048,User100048,user_100048,False,2017-09-08 10:19:26.218022,37514,1803,8205
19963441,Why is NRC linked to CAA in discourse?,2025-11-14 06:19:26.218022,2,0,6,0,Twitter Web App,en,100011,User100011,user_100011,False,2021-12-12 10:19:26.218022,23493,1479,48605
99588014,CAA policy merits and drawbacks discussed in parliament.,2025-11-02 03:19:26.218022,2,0,5,0,Twitter for Android,en,100123,User100123,user_100123,False,2022-01-20 10:19:26.218022,25741,1828,167031
14876872,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-07 13:19:26.218022,2,1,3,1,Twitter for Android,en,100112,User100112,user_100112,False,2017-03-21 10:19:26.218022,47290,396,195054
72005983,India politics and CAA: perspectives from different states.,2025-11-04 13:19:26.218022,6,1,6,0,Twitter for Android,en,100076,User100076,user_100076,False,2019-03-13 10:19:26.218022,12049,4496,87972
93173418,Debate on CAA continues across cities; protests and support.,2025-11-04 12:19:26.218022,1,2,6,0,Twitter for iPhone,en,100034,User100034,user_100034,False,2023-01-07 10:19:26.218022,9484,710,22009
25560243,Debate on CAA continues across cities; protests and support.,2025-11-08 03:19:26.218022,3,1,5,0,Twitter for Android,en,100086,User100086,user_100086,False,2020-08-09 10:19:26.218022,1160,1932,74790
38186921,Citizenship Amendment Act and NRC policy discussion.,2025-11-02 01:19:26.218022,0,1,6,0,Twitter for Android,en,100026,User100026,user_100026,True,2024-04-21 10:19:26.218022,6920,4494,91032
99380419,Voices against CAA rise; what are the implications?,2025-10-29 07:19:26.218022,2,2,7,0,Twitter Web App,en,100035,User100035,user_100035,False,2024-10-23 10:19:26.218022,3758,4780,197321
67312219,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 13:19:26.218022,2,1,5,0,Twitter for Android,en,100049,User100049,user_100049,False,2020-04-15 10:19:26.218022,47264,4062,191835
50670787,Why is NRC linked to CAA in discourse?,2025-11-02 23:19:26.218022,1,0,6,0,Twitter for Android,en,100010,User100010,user_100010,False,2025-01-07 10:19:26.218022,43011,2825,155019
31958273,Why is NRC linked to CAA in discourse?,2025-10-31 22:19:26.218022,0,0,4,0,Twitter for iPhone,en,100101,User100101,user_100101,False,2022-02-22 10:19:26.218022,40780,3914,83036
96437411,NRC and CAA explained; is it fair for all?,2025-11-01 15:19:26.218022,2,1,4,0,Twitter for Android,en,100004,User100004,user_100004,False,2019-01-07 10:19:26.218022,5321,1185,184829
40267797,India politics and CAA: perspectives from different states.,2025-11-09 19:19:26.218022,0,1,6,2,Twitter for Android,en,100076,User100076,user_100076,False,2019-03-13 10:19:26.218022,12049,4496,87972
51672086,CAA protests in India spark debate over citizenship.,2025-11-09 21:19:26.218022,2,0,4,0,Twitter for iPhone,en,100031,User100031,user_100031,False,2023-07-03 10:19:26.218022,29733,3628,25989
42002177,Debate on CAA continues across cities; protests and support.,2025-10-28 07:19:26.218022,3,1,7,0,Twitter Web App,en,100054,User100054,user_100054,False,2024-01-28 10:19:26.218022,32721,1446,184473
36231747,Support for CAA grows amid confusion about NRC.,2025-11-03 11:19:26.218022,0,3,4,0,Twitter Web App,en,100019,User100019,user_100019,False,2025-07-03 10:19:26.218022,48994,2569,120201
28392993,Voices against CAA rise; what are the implications?,2025-11-06 21:19:26.218022,2,1,4,0,Twitter Web App,en,100024,User100024,user_100024,False,2023-06-24 10:19:26.218022,30828,2732,194457
53570727,India politics and CAA: perspectives from different states.,2025-10-26 20:19:26.218022,3,0,3,1,Twitter for Android,en,100009,User100009,user_100009,False,2017-10-09 10:19:26.218022,14512,2436,8842
62959636,NRC and CAA explained; is it fair for all?,2025-11-01 05:19:26.218022,1,3,5,1,Twitter Web App,en,100016,User100016,user_100016,False,2015-04-13 10:19:26.218022,25861,1017,55641
81766715,NRC and CAA explained; is it fair for all?,2025-11-04 08:19:26.218022,1,0,1,3,Twitter Web App,en,100078,User100078,user_100078,False,2025-07-17 10:19:26.218022,28322,3770,180848
40822201,NRC and CAA explained; is it fair for all?,2025-11-14 08:19:26.218022,1,1,7,2,Twitter Web App,en,100138,User100138,user_100138,False,2018-01-26 10:19:26.218022,37742,4137,4885
62005527,CAA policy merits and drawbacks discussed in parliament.,2025-10-26 17:19:26.218022,3,1,4,1,Twitter Web App,en,100020,User100020,user_100020,False,2018-04-20 10:19:26.218022,48200,392,14036
70966110,NRC and CAA explained; is it fair for all?,2025-11-14 06:19:26.218022,5,0,4,0,Twitter for iPhone,en,100016,User100016,user_100016,False,2015-04-13 10:19:26.218022,25861,1017,55641
96786817,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-02 11:19:26.218022,1,0,5,0,Twitter for iPhone,en,100135,User100135,user_100135,False,2021-12-22 10:19:26.218022,10985,2832,21497
61217069,NRC and CAA explained; is it fair for all?,2025-11-09 11:19:26.218022,0,0,7,0,Twitter Web App,en,100117,User100117,user_100117,False,2022-10-06 10:19:26.218022,21699,2983,88511
93027288,CAA/NRC policy clarification by ministers sparks reactions.,2025-10-28 08:19:26.218022,2,1,4,0,Twitter for Android,en,100112,User100112,user_100112,False,2017-03-21 10:19:26.218022,47290,396,195054
43121540,Support for CAA grows amid confusion about NRC.,2025-10-27 06:19:26.218022,2,2,9,0,Twitter Web App,en,100021,User100021,user_100021,False,2024-08-23 10:19:26.218022,38670,3562,26904
36906511,CAA protests in India spark debate over citizenship.,2025-10-28 17:19:26.218022,2,0,10,1,Twitter for Android,en,100002,User100002,user_100002,False,2016-04-01 10:19:26.218022,44141,2920,16073
55677485,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 14:19:26.218022,0,1,4,0,Twitter Web App,en,100069,User100069,user_100069,False,2025-02-27 10:19:26.218022,10502,981,6152
63899323,India politics and CAA: perspectives from different states.,2025-11-07 05:19:26.218022,3,0,3,0,Twitter for Android,en,100003,User100003,user_100003,False,2016-06-04 10:19:26.218022,779,2392,194077
17997043,CAA protests in India spark debate over citizenship.,2025-11-08 04:19:26.218022,0,0,6,0,Twitter Web App,en,100146,User100146,user_100146,False,2024-04-13 10:19:26.218022,394,405,172065
92450685,India politics and CAA: perspectives from different states.,2025-11-06 10:19:26.218022,3,1,5,0,Twitter Web App,en,100112,User100112,user_100112,False,2017-03-21 10:19:26.218022,47290,396,195054
37804333,Debate on CAA continues across cities; protests and support.,2025-11-10 22:19:26.218022,1,1,7,3,Twitter Web App,en,100117,User100117,user_100117,False,2022-10-06 10:19:26.218022,21699,2983,88511
35239821,India politics and CAA: perspectives from different states.,2025-11-14 09:19:26.218022,1,0,1,0,Twitter Web App,en,100059,User100059,user_100059,False,2021-10-21 10:19:26.218022,46224,1219,86466
87456782,Why is NRC linked to CAA in discourse?,2025-11-10 01:19:26.218022,3,1,3,0,Twitter for iPhone,en,100119,User100119,user_100119,False,2023-08-17 10:19:26.218022,6741,954,175383
97384488,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-09 01:19:26.218022,1,1,6,1,Twitter for iPhone,en,100147,User100147,user_100147,False,2024-05-18 10:19:26.218022,18394,2757,98192
88326927,Voices against CAA rise; what are the implications?,2025-11-03 16:19:26.218022,3,1,6,1,Twitter Web App,en,100116,User100116,user_100116,False,2016-11-09 10:19:26.218022,1177,2617,1112
33063155,Citizenship Amendment Act and NRC policy discussion.,2025-11-01 07:19:26.218022,2,0,8,0,Twitter for Android,en,100111,User100111,user_100111,False,2019-11-27 10:19:26.218022,41565,729,181639
44829066,India politics and CAA: perspectives from different states.,2025-11-02 02:19:26.218022,0,0,6,0,Twitter for Android,en,100091,User100091,user_100091,False,2017-01-13 10:19:26.218022,19138,3357,192511
64134634,Why is NRC linked to CAA in discourse?,2025-11-02 09:19:26.218022,2,0,6,1,Twitter for Android,en,100011,User100011,user_100011,False,2021-12-12 10:19:26.218022,23493,1479,48605
37640477,Debate on CAA continues across cities; protests and support.,2025-10-25 10:19:26.218022,0,0,8,1,Twitter Web App,en,100039,User100039,user_100039,False,2025-09-04 10:19:26.218022,37515,855,90134
71963740,Support for CAA grows amid confusion about NRC.,2025-10-28 15:19:26.218022,2,1,2,0,BotService,en,100012,User100012,user_100012,False,2025-08-02 10:19:26.218022,14551,3153,198243
69565730,Voices against CAA rise; what are the implications?,2025-10-31 03:19:26.218022,0,4,5,0,Twitter for Android,en,100008,User100008,user_100008,False,2017-10-18 10:19:26.218022,11404,3557,3940
26394487,India politics and CAA: perspectives from different states.,2025-11-13 00:19:26.218022,1,1,4,1,Twitter for iPhone,en,100033,User100033,user_100033,True,2016-08-21 10:19:26.218022,23786,1307,192495
70186000,CAA policy merits and drawbacks discussed in parliament.,2025-10-30 18:19:26.218022,2,0,4,1,Twitter for Android,en,100046,User100046,user_100046,False,2018-12-21 10:19:26.218022,34764,147,142533
54324346,India politics and CAA: perspectives from different states.,2025-10-27 22:19:26.218022,3,0,4,0,Twitter for Android,en,100038,User100038,user_100038,False,2016-03-18 10:19:26.218022,23674,1637,93314
67190864,CAA protests in India spark debate over citizenship.,2025-11-02 09:19:26.218022,0,1,12,0,Twitter Web App,en,100083,User100083,user_100083,False,2018-04-12 10:19:26.218022,28950,4466,17069
27353135,India politics and CAA: perspectives from different states.,2025-10-26 09:19:26.218022,2,0,6,2,Twitter for Android,en,100029,User100029,user_100029,False,2021-01-31 10:19:26.218022,33837,1723,93476
63789198,Citizenship Amendment Act and NRC policy discussion.,2025-11-04 23:19:26.218022,2,2,7,0,Twitter for iPhone,en,100011,User100011,user_100011,False,2021-12-12 10:19:26.218022,23493,1479,48605
26077579,Citizenship Amendment Act and NRC policy discussion.,2025-11-14 07:19:26.218022,4,1,8,0,Twitter for iPhone,en,100104,User100104,user_100104,False,2018-06-02 10:19:26.218022,49059,1626,66003
33499306,Why is NRC linked to CAA in discourse?,2025-11-02 04:19:26.218022,2,1,4,0,Twitter Web App,en,100005,User100005,user_100005,False,2019-05-20 10:19:26.218022,27490,475,156780
48456876,CAA protests in India spark debate over citizenship.,2025-11-01 06:19:26.218022,1,1,7,1,Twitter for iPhone,en,100147,User100147,user_100147,False,2024-05-18 10:19:26.218022,18394,2757,98192
99067457,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-06 04:19:26.218022,4,3,3,0,Twitter for Android,en,100000,User100000,user_100000,False,2016-12-27 10:19:26.218022,15805,861,103744
76994946,CAA protests in India spark debate over citizenship.,2025-10-29 03:19:26.218022,0,1,9,0,Twitter Web App,en,100067,User100067,user_100067,False,2020-11-02 10:19:26.218022,33838,2328,3470
81797346,Debate on CAA continues across cities; protests and support.,2025-10-26 15:19:26.218022,5,0,6,0,Twitter for Android,en,100083,User100083,user_100083,False,2018-04-12 10:19:26.218022,28950,4466,17069
84042569,India politics and CAA: perspectives from different states.,2025-10-30 21:19:26.218022,5,1,6,1,Twitter Web App,en,100118,User100118,user_100118,False,2022-07-07 10:19:26.218022,23724,733,102684
33429562,Citizenship Amendment Act and NRC policy discussion.,2025-11-05 00:19:26.218022,0,1,7,0,Twitter Web App,en,100145,User100145,user_100145,True,2017-11-24 10:19:26.218022,21178,4001,18067
70692680,Voices against CAA rise; what are the implications?,2025-11-08 07:19:26.218022,3,0,5,0,BotService,en,100066,User100066,user_100066,False,2018-10-08 10:19:26.218022,17463,3445,43575
97979966,Voices against CAA rise; what are the implications?,2025-11-10 22:19:26.218022,5,0,7,1,Twitter Web App,en,100112,User100112,user_100112,False,2017-03-21 10:19:26.218022,47290,396,195054
51707317,Citizenship Amendment Act and NRC policy discussion.,2025-11-07 00:19:26.218022,2,1,8,0,Twitter for Android,en,100023,User100023,user_100023,False,2017-03-07 10:19:26.218022,23609,4599,35272
60672855,Debate on CAA continues across cities; protests and support.,2025-11-04 16:19:26.218022,0,1,8,0,Twitter Web App,en,100046,User100046,user_100046,False,2018-12-21 10:19:26.218022,34764,147,142533
46355877,India politics and CAA: perspectives from different states.,2025-11-13 03:19:26.218022,3,1,4,1,Twitter Web App,en,100142,User100142,user_100142,True,2023-07-01 10:19:26.218022,23803,4973,169014
95676088,NRC and CAA explained; is it fair for all?,2025-11-07 00:19:26.218022,2,1,5,0,Twitter Web App,en,100066,User100066,user_100066,False,2018-10-08 10:19:26.218022,17463,3445,43575
13678621,Citizenship Amendment Act and NRC policy discussion.,2025-11-13 03:19:26.218022,3,3,7,0,Twitter for iPhone,en,100046,User100046,user_100046,False,2018-12-21 10:19:26.218022,34764,147,142533
55545655,Citizenship Amendment Act and NRC policy discussion.,2025-11-01 12:19:26.218022,3,0,5,0,Twitter for Android,en,100101,User100101,user_100101,False,2022-02-22 10:19:26.218022,40780,3914,83036
49839283,Support for CAA grows amid confusion about NRC.,2025-10-31 12:19:26.218022,4,1,7,0,Twitter for Android,en,100110,User100110,user_100110,False,2019-06-25 10:19:26.218022,2924,4969,186191
57799289,Support for CAA grows amid confusion about NRC.,2025-11-08 03:19:26.218022,5,1,4,1,Twitter Web App,en,100147,User100147,user_100147,False,2024-05-18 10:19:26.218022,18394,2757,98192
13641771,Why is NRC linked to CAA in discourse?,2025-11-12 07:19:26.218022,1,1,3,0,Twitter Web App,en,100092,User100092,user_100092,False,2017-02-21 10:19:26.218022,13306,2142,78831
53531276,Support for CAA grows amid confusion about NRC.,2025-11-09 04:19:26.218022,4,1,3,0,Twitter for Android,en,100099,User100099,user_100099,False,2015-12-21 10:19:26.218022,861,1688,190397
85452392,CAA protests in India spark debate over citizenship.,2025-11-05 20:19:26.218022,3,2,6,0,Twitter Web App,en,100100,User100100,user_100100,False,2019-01-13 10:19:26.218022,26154,4001,101092
60316725,Support for CAA grows amid confusion about NRC.,2025-10-29 22:19:26.218022,2,3,4,2,Twitter for Android,en,100012,User100012,user_100012,False,2025-08-02 10:19:26.218022,14551,3153,198243
21368856,Voices against CAA rise; what are the implications?,2025-11-04 12:19:26.218022,4,1,6,1,Twitter for Android,en,100064,User100064,user_100064,True,2015-01-01 10:19:26.218022,9017,4755,187957
61791348,Why is NRC linked to CAA in discourse?,2025-10-30 10:19:26.218022,3,1,3,0,Twitter Web App,en,100121,User100121,user_100121,False,2019-12-30 10:19:26.218022,26972,3720,13857
29975372,CAA policy merits and drawbacks discussed in parliament.,2025-11-01 05:19:26.218022,4,2,4,2,Twitter for Android,en,100032,User100032,user_100032,False,2021-12-21 10:19:26.218022,18057,1530,75816
65419340,CAA policy merits and drawbacks discussed in parliament.,2025-11-05 13:19:26.218022,6,0,2,1,Twitter for Android,en,100078,User100078,user_100078,False,2025-07-17 10:19:26.218022,28322,3770,180848
53694538,Voices against CAA rise; what are the implications?,2025-11-08 20:19:26.218022,1,1,4,0,Twitter for Android,en,100103,User100103,user_100103,False,2023-08-14 10:19:26.218022,34860,2775,93058
50801245,CAA protests in India spark debate over citizenship.,2025-11-11 15:19:26.218022,1,1,4,0,Twitter Web App,en,100053,User100053,user_100053,False,2022-07-09 10:19:26.218022,4509,3192,59090
63377177,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-05 22:19:26.218022,0,4,9,0,Twitter for Android,en,100005,User100005,user_100005,False,2019-05-20 10:19:26.218022,27490,475,156780
50216746,Voices against CAA rise; what are the implications?,2025-11-06 04:19:26.218022,3,2,9,2,Twitter for Android,en,100133,User100133,user_100133,False,2016-06-08 10:19:26.218022,38423,3487,183858
54855106,Support for CAA grows amid confusion about NRC.,2025-11-02 01:19:26.218022,0,1,4,2,Twitter for Android,en,100103,User100103,user_100103,False,2023-08-14 10:19:26.218022,34860,2775,93058
42985192,NRC and CAA explained; is it fair for all?,2025-10-27 12:19:26.218022,4,1,4,0,Twitter Web App,en,100147,User100147,user_100147,False,2024-05-18 10:19:26.218022,18394,2757,98192
19017497,Why is NRC linked to CAA in discourse?,2025-10-26 02:19:26.218022,1,0,6,0,BotService,en,100132,User100132,user_100132,False,2022-04-02 10:19:26.218022,25836,3513,114115
29312610,NRC and CAA explained; is it fair for all?,2025-11-07 13:19:26.218022,3,0,2,1,Twitter Web App,en,100039,User100039,user_100039,False,2025-09-04 10:19:26.218022,37515,855,90134
13314344,Citizenship Amendment Act and NRC policy discussion.,2025-11-09 09:19:26.218022,1,2,4,1,Twitter for iPhone,en,100128,User100128,user_100128,False,2019-01-06 10:19:26.218022,42966,4286,66090
77154339,India politics and CAA: perspectives from different states.,2025-10-30 14:19:26.218022,2,0,3,0,Twitter for Android,en,100056,User100056,user_100056,False,2020-06-04 10:19:26.218022,21367,4434,77555
90946128,CAA policy merits and drawbacks discussed in parliament.,2025-11-11 14:19:26.218022,2,1,7,1,Twitter for Android,en,100140,User100140,user_100140,False,2017-08-02 10:19:26.218022,34359,3325,176567
40474646,Why is NRC linked to CAA in discourse?,2025-11-10 13:19:26.218022,2,2,4,0,Twitter for Android,en,100138,User100138,user_100138,False,2018-01-26 10:19:26.218022,37742,4137,4885
59039847,CAA policy merits and drawbacks discussed in parliament.,2025-11-10 11:19:26.218022,2,0,9,1,Twitter Web App,en,100121,User100121,user_100121,False,2019-12-30 10:19:26.218022,26972,3720,13857
14394643,Why is NRC linked to CAA in discourse?,2025-10-25 23:19:26.218022,1,1,6,3,Twitter for Android,en,100077,User100077,user_100077,False,2022-08-17 10:19:26.218022,32107,4930,142088
77354164,Voices against CAA rise; what are the implications?,2025-11-06 08:19:26.218022,2,0,6,0,Twitter Web App,en,100094,User100094,user_100094,False,2021-03-15 10:19:26.218022,37230,2071,104235
67121056,NRC and CAA explained; is it fair for all?,2025-11-06 02:19:26.218022,4,0,3,0,Twitter for iPhone,en,100074,User100074,user_100074,False,2016-03-12 10:19:26.218022,12543,2807,180811
