tweet_id,text,created_at,retweet_count,reply_count,like_count,quote_count,source,lang,author_id,author_name,author_username,author_verified,author_created_at,author_followers,author_following,author_tweet_count,cleaned_text,text_length,word_count,engagement_score,hour_of_day,source_type,tokens
49648899,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-13 02:19:26.218022,0,1,4,0,Twitter for Android,en,100122,User100122,user_100122,False,2021-12-10 10:19:26.218022,41469,1681,188976,caanrc policy clarification by ministers sparks reactions,59,7,5,2,android,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
23839094,CAA/NRC policy clarification by ministers sparks reactions.,2025-10-31 12:19:26.218022,1,1,1,1,Twitter Web App,en,100128,User100128,user_100128,False,2019-01-06 10:19:26.218022,42966,4286,66090,caanrc policy clarification by ministers sparks reactions,59,7,4,12,web,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
16202258,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-02 07:19:26.218022,3,3,6,1,Twitter for Android,en,100066,User100066,user_100066,False,2018-10-08 10:19:26.218022,17463,3445,43575,caanrc policy clarification by ministers sparks reactions,59,7,13,7,android,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
90235127,Support for CAA grows amid confusion about NRC.,2025-10-26 10:19:26.218022,2,1,5,2,Twitter for Android,en,100035,User100035,user_100035,False,2024-10-23 10:19:26.218022,3758,4780,197321,support for caa grows amid confusion about nrc,47,8,10,10,android,"['support', 'caa', 'grows', 'amid', 'confusion', 'nrc']"
88987338,CAA policy merits and drawbacks discussed in parliament.,2025-11-11 03:19:26.218022,0,0,6,0,Twitter Web App,en,100058,User100058,user_100058,False,2024-08-04 10:19:26.218022,25886,4912,135109,caa policy merits and drawbacks discussed in parliament,56,8,6,3,web,"['caa', 'policy', 'merit', 'drawback', 'discussed', 'parliament']"
13138145,Support for CAA grows amid confusion about NRC.,2025-11-03 13:19:26.218022,1,1,3,0,Twitter for Android,en,100069,User100069,user_100069,False,2025-02-27 10:19:26.218022,10502,981,6152,support for caa grows amid confusion about nrc,47,8,5,13,android,"['support', 'caa', 'grows', 'amid', 'confusion', 'nrc']"
41970599,India politics and CAA: perspectives from different states.,2025-10-31 19:19:26.218022,3,0,3,0,Twitter for iPhone,en,100011,User100011,user_100011,False,2021-12-12 10:19:26.218022,23493,1479,48605,india politics and caa perspectives from different states,59,8,6,19,ios,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
43458471,Voices against CAA rise; what are the implications?,2025-11-10 16:19:26.218022,4,1,6,0,Twitter for iPhone,en,100010,User100010,user_100010,False,2025-01-07 10:19:26.218022,43011,2825,155019,voices against caa rise what are the implications,51,8,11,16,ios,"['voice', 'caa', 'rise', 'implication']"
55745469,CAA protests in India spark debate over citizenship.,2025-11-04 17:19:26.218022,1,3,4,1,Twitter Web App,en,100016,User100016,user_100016,False,2015-04-13 10:19:26.218022,25861,1017,55641,caa protests in india spark debate over citizenship,52,8,9,17,web,"['caa', 'protest', 'india', 'spark', 'debate', 'citizenship']"
62715014,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 17:19:26.218022,6,1,5,0,Twitter Web App,en,100079,User100079,user_100079,False,2019-08-31 10:19:26.218022,31299,1716,70363,caanrc policy clarification by ministers sparks reactions,59,7,12,17,web,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
22267883,Citizenship Amendment Act and NRC policy discussion.,2025-11-09 17:19:26.218022,5,1,3,1,Twitter for Android,en,100136,User100136,user_100136,False,2016-02-26 10:19:26.218022,677,4469,160825,citizenship amendment act and nrc policy discussion,52,7,10,17,android,"['citizenship', 'amendment', 'act', 'nrc', 'policy', 'discussion']"
85304674,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-10 13:19:26.218022,4,0,2,1,BotService,en,100038,User100038,user_100038,False,2016-03-18 10:19:26.218022,23674,1637,93314,caanrc policy clarification by ministers sparks reactions,59,7,7,13,automated,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
74884070,CAA policy merits and drawbacks discussed in parliament.,2025-11-08 05:19:26.218022,0,0,3,0,Twitter Web App,en,100122,User100122,user_100122,False,2021-12-10 10:19:26.218022,41469,1681,188976,caa policy merits and drawbacks discussed in parliament,56,8,3,5,web,"['caa', 'policy', 'merit', 'drawback', 'discussed', 'parliament']"
77506574,NRC and CAA explained; is it fair for all?,2025-10-26 02:19:26.218022,0,0,3,0,BotService,en,100083,User100083,user_100083,False,2018-04-12 10:19:26.218022,28950,4466,17069,nrc and caa explained is it fair for all,42,9,3,2,automated,"['nrc', 'caa', 'explained', 'fair']"
49043896,India politics and CAA: perspectives from different states.,2025-10-28 21:19:26.218022,3,5,3,1,Twitter Web App,en,100048,User100048,user_100048,False,2017-09-08 10:19:26.218022,37514,1803,8205,india politics and caa perspectives from different states,59,8,12,21,web,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
95561923,CAA/NRC policy clarification by ministers sparks reactions.,2025-10-30 14:19:26.218022,0,4,5,0,Twitter for iPhone,en,100002,User100002,user_100002,False,2016-04-01 10:19:26.218022,44141,2920,16073,caanrc policy clarification by ministers sparks reactions,59,7,9,14,ios,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
16155579,NRC and CAA explained; is it fair for all?,2025-10-26 20:19:26.218022,2,5,3,1,Twitter Web App,en,100141,User100141,user_100141,False,2024-12-24 10:19:26.218022,4814,1839,129523,nrc and caa explained is it fair for all,42,9,11,20,web,"['nrc', 'caa', 'explained', 'fair']"
95641772,NRC and CAA explained; is it fair for all?,2025-11-07 02:19:26.218022,0,3,7,0,Twitter for iPhone,en,100027,User100027,user_100027,False,2025-02-11 10:19:26.218022,21528,1485,50065,nrc and caa explained is it fair for all,42,9,10,2,ios,"['nrc', 'caa', 'explained', 'fair']"
34859871,NRC and CAA explained; is it fair for all?,2025-11-03 13:19:26.218022,2,2,4,2,Twitter Web App,en,100088,User100088,user_100088,False,2024-02-24 10:19:26.218022,20066,4584,187678,nrc and caa explained is it fair for all,42,9,10,13,web,"['nrc', 'caa', 'explained', 'fair']"
83663899,CAA protests in India spark debate over citizenship.,2025-11-03 02:19:26.218022,0,1,3,0,Twitter for Android,en,100012,User100012,user_100012,False,2025-08-02 10:19:26.218022,14551,3153,198243,caa protests in india spark debate over citizenship,52,8,4,2,android,"['caa', 'protest', 'india', 'spark', 'debate', 'citizenship']"
30353727,NRC and CAA explained; is it fair for all?,2025-10-29 05:19:26.218022,1,0,4,0,Twitter for Android,en,100059,User100059,user_100059,False,2021-10-21 10:19:26.218022,46224,1219,86466,nrc and caa explained is it fair for all,42,9,5,5,android,"['nrc', 'caa', 'explained', 'fair']"
68237814,Voices against CAA rise; what are the implications?,2025-10-28 05:19:26.218022,1,0,7,0,Twitter Web App,en,100028,User100028,user_100028,False,2024-02-20 10:19:26.218022,45161,1758,105928,voices against caa rise what are the implications,51,8,8,5,web,"['voice', 'caa', 'rise', 'implication']"
11074961,Voices against CAA rise; what are the implications?,2025-10-27 00:19:26.218022,2,1,7,1,Twitter Web App,en,100028,User100028,user_100028,False,2024-02-20 10:19:26.218022,45161,1758,105928,voices against caa rise what are the implications,51,8,11,0,web,"['voice', 'caa', 'rise', 'implication']"
75658413,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-08 02:19:26.218022,0,0,2,1,BotService,en,100014,User100014,user_100014,False,2021-07-28 10:19:26.218022,45768,162,37115,caanrc policy clarification by ministers sparks reactions,59,7,3,2,automated,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
80047063,India politics and CAA: perspectives from different states.,2025-11-07 16:19:26.218022,0,1,2,0,Twitter Web App,en,100014,User100014,user_100014,False,2021-07-28 10:19:26.218022,45768,162,37115,india politics and caa perspectives from different states,59,8,3,16,web,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
48836811,CAA protests in India spark debate over citizenship.,2025-11-02 06:19:26.218022,0,1,5,0,Twitter Web App,en,100071,User100071,user_100071,False,2024-02-14 10:19:26.218022,38220,1896,183007,caa protests in india spark debate over citizenship,52,8,6,6,web,"['caa', 'protest', 'india', 'spark', 'debate', 'citizenship']"
43138881,Debate on CAA continues across cities; protests and support.,2025-11-13 10:19:26.218022,1,0,3,0,Twitter for iPhone,en,100120,User100120,user_100120,False,2021-02-02 10:19:26.218022,39091,2994,19115,debate on caa continues across cities protests and support,60,9,4,10,ios,"['debate', 'caa', 'continues', 'across', 'city', 'protest', 'support']"
21091989,Why is NRC linked to CAA in discourse?,2025-11-08 03:19:26.218022,1,2,11,0,Twitter for Android,en,100102,User100102,user_100102,True,2018-12-27 10:19:26.218022,20501,3374,143283,why is nrc linked to caa in discourse,38,8,14,3,android,"['nrc', 'linked', 'caa', 'discourse']"
51681557,Citizenship Amendment Act and NRC policy discussion.,2025-11-02 19:19:26.218022,3,1,5,0,Twitter Web App,en,100126,User100126,user_100126,False,2023-11-23 10:19:26.218022,21243,1244,3759,citizenship amendment act and nrc policy discussion,52,7,9,19,web,"['citizenship', 'amendment', 'act', 'nrc', 'policy', 'discussion']"
86123517,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-02 12:19:26.218022,0,1,5,1,Twitter for Android,en,100036,User100036,user_100036,False,2016-03-31 10:19:26.218022,30313,1496,68890,caanrc policy clarification by ministers sparks reactions,59,7,7,12,android,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
21950831,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 02:19:26.218022,2,1,7,1,Twitter for Android,en,100019,User100019,user_100019,False,2025-07-03 10:19:26.218022,48994,2569,120201,caanrc policy clarification by ministers sparks reactions,59,7,11,2,android,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
64503422,Why is NRC linked to CAA in discourse?,2025-11-05 23:19:26.218022,3,0,6,1,Twitter for Android,en,100086,User100086,user_100086,False,2020-08-09 10:19:26.218022,1160,1932,74790,why is nrc linked to caa in discourse,38,8,10,23,android,"['nrc', 'linked', 'caa', 'discourse']"
65757486,CAA policy merits and drawbacks discussed in parliament.,2025-11-08 20:19:26.218022,2,1,5,0,Twitter for Android,en,100044,User100044,user_100044,False,2024-01-06 10:19:26.218022,27858,1148,86252,caa policy merits and drawbacks discussed in parliament,56,8,8,20,android,"['caa', 'policy', 'merit', 'drawback', 'discussed', 'parliament']"
25702852,CAA protests in India spark debate over citizenship.,2025-11-06 09:19:26.218022,2,0,4,0,Twitter for iPhone,en,100048,User100048,user_100048,False,2017-09-08 10:19:26.218022,37514,1803,8205,caa protests in india spark debate over citizenship,52,8,6,9,ios,"['caa', 'protest', 'india', 'spark', 'debate', 'citizenship']"
19963441,Why is NRC linked to CAA in discourse?,2025-11-14 06:19:26.218022,2,0,6,0,Twitter Web App,en,100011,User100011,user_100011,False,2021-12-12 10:19:26.218022,23493,1479,48605,why is nrc linked to caa in discourse,38,8,8,6,web,"['nrc', 'linked', 'caa', 'discourse']"
99588014,CAA policy merits and drawbacks discussed in parliament.,2025-11-02 03:19:26.218022,2,0,5,0,Twitter for Android,en,100123,User100123,user_100123,False,2022-01-20 10:19:26.218022,25741,1828,167031,caa policy merits and drawbacks discussed in parliament,56,8,7,3,android,"['caa', 'policy', 'merit', 'drawback', 'discussed', 'parliament']"
14876872,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-07 13:19:26.218022,2,1,3,1,Twitter for Android,en,100112,User100112,user_100112,False,2017-03-21 10:19:26.218022,47290,396,195054,caanrc policy clarification by ministers sparks reactions,59,7,7,13,android,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
72005983,India politics and CAA: perspectives from different states.,2025-11-04 13:19:26.218022,6,1,6,0,Twitter for Android,en,100076,User100076,user_100076,False,2019-03-13 10:19:26.218022,12049,4496,87972,india politics and caa perspectives from different states,59,8,13,13,android,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
93173418,Debate on CAA continues across cities; protests and support.,2025-11-04 12:19:26.218022,1,2,6,0,Twitter for iPhone,en,100034,User100034,user_100034,False,2023-01-07 10:19:26.218022,9484,710,22009,debate on caa continues across cities protests and support,60,9,9,12,ios,"['debate', 'caa', 'continues', 'across', 'city', 'protest', 'support']"
25560243,Debate on CAA continues across cities; protests and support.,2025-11-08 03:19:26.218022,3,1,5,0,Twitter for Android,en,100086,User100086,user_100086,False,2020-08-09 10:19:26.218022,1160,1932,74790,debate on caa continues across cities protests and support,60,9,9,3,android,"['debate', 'caa', 'continues', 'across', 'city', 'protest', 'support']"
38186921,Citizenship Amendment Act and NRC policy discussion.,2025-11-02 01:19:26.218022,0,1,6,0,Twitter for Android,en,100026,User100026,user_100026,True,2024-04-21 10:19:26.218022,6920,4494,91032,citizenship amendment act and nrc policy discussion,52,7,7,1,android,"['citizenship', 'amendment', 'act', 'nrc', 'policy', 'discussion']"
99380419,Voices against CAA rise; what are the implications?,2025-10-29 07:19:26.218022,2,2,7,0,Twitter Web App,en,100035,User100035,user_100035,False,2024-10-23 10:19:26.218022,3758,4780,197321,voices against caa rise what are the implications,51,8,11,7,web,"['voice', 'caa', 'rise', 'implication']"
67312219,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 13:19:26.218022,2,1,5,0,Twitter for Android,en,100049,User100049,user_100049,False,2020-04-15 10:19:26.218022,47264,4062,191835,caanrc policy clarification by ministers sparks reactions,59,7,8,13,android,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
50670787,Why is NRC linked to CAA in discourse?,2025-11-02 23:19:26.218022,1,0,6,0,Twitter for Android,en,100010,User100010,user_100010,False,2025-01-07 10:19:26.218022,43011,2825,155019,why is nrc linked to caa in discourse,38,8,7,23,android,"['nrc', 'linked', 'caa', 'discourse']"
31958273,Why is NRC linked to CAA in discourse?,2025-10-31 22:19:26.218022,0,0,4,0,Twitter for iPhone,en,100101,User100101,user_100101,False,2022-02-22 10:19:26.218022,40780,3914,83036,why is nrc linked to caa in discourse,38,8,4,22,ios,"['nrc', 'linked', 'caa', 'discourse']"
96437411,NRC and CAA explained; is it fair for all?,2025-11-01 15:19:26.218022,2,1,4,0,Twitter for Android,en,100004,User100004,user_100004,False,2019-01-07 10:19:26.218022,5321,1185,184829,nrc and caa explained is it fair for all,42,9,7,15,android,"['nrc', 'caa', 'explained', 'fair']"
40267797,India politics and CAA: perspectives from different states.,2025-11-09 19:19:26.218022,0,1,6,2,Twitter for Android,en,100076,User100076,user_100076,False,2019-03-13 10:19:26.218022,12049,4496,87972,india politics and caa perspectives from different states,59,8,9,19,android,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
51672086,CAA protests in India spark debate over citizenship.,2025-11-09 21:19:26.218022,2,0,4,0,Twitter for iPhone,en,100031,User100031,user_100031,False,2023-07-03 10:19:26.218022,29733,3628,25989,caa protests in india spark debate over citizenship,52,8,6,21,ios,"['caa', 'protest', 'india', 'spark', 'debate', 'citizenship']"
42002177,Debate on CAA continues across cities; protests and support.,2025-10-28 07:19:26.218022,3,1,7,0,Twitter Web App,en,100054,User100054,user_100054,False,2024-01-28 10:19:26.218022,32721,1446,184473,debate on caa continues across cities protests and support,60,9,11,7,web,"['debate', 'caa', 'continues', 'across', 'city', 'protest', 'support']"
36231747,Support for CAA grows amid confusion about NRC.,2025-11-03 11:19:26.218022,0,3,4,0,Twitter Web App,en,100019,User100019,user_100019,False,2025-07-03 10:19:26.218022,48994,2569,120201,support for caa grows amid confusion about nrc,47,8,7,11,web,"['support', 'caa', 'grows', 'amid', 'confusion', 'nrc']"
28392993,Voices against CAA rise; what are the implications?,2025-11-06 21:19:26.218022,2,1,4,0,Twitter Web App,en,100024,User100024,user_100024,False,2023-06-24 10:19:26.218022,30828,2732,194457,voices against caa rise what are the implications,51,8,7,21,web,"['voice', 'caa', 'rise', 'implication']"
53570727,India politics and CAA: perspectives from different states.,2025-10-26 20:19:26.218022,3,0,3,1,Twitter for Android,en,100009,User100009,user_100009,False,2017-10-09 10:19:26.218022,14512,2436,8842,india politics and caa perspectives from different states,59,8,7,20,android,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
62959636,NRC and CAA explained; is it fair for all?,2025-11-01 05:19:26.218022,1,3,5,1,Twitter Web App,en,100016,User100016,user_100016,False,2015-04-13 10:19:26.218022,25861,1017,55641,nrc and caa explained is it fair for all,42,9,10,5,web,"['nrc', 'caa', 'explained', 'fair']"
81766715,NRC and CAA explained; is it fair for all?,2025-11-04 08:19:26.218022,1,0,1,3,Twitter Web App,en,100078,User100078,user_100078,False,2025-07-17 10:19:26.218022,28322,3770,180848,nrc and caa explained is it fair for all,42,9,5,8,web,"['nrc', 'caa', 'explained', 'fair']"
40822201,NRC and CAA explained; is it fair for all?,2025-11-14 08:19:26.218022,1,1,7,2,Twitter Web App,en,100138,User100138,user_100138,False,2018-01-26 10:19:26.218022,37742,4137,4885,nrc and caa explained is it fair for all,42,9,11,8,web,"['nrc', 'caa', 'explained', 'fair']"
62005527,CAA policy merits and drawbacks discussed in parliament.,2025-10-26 17:19:26.218022,3,1,4,1,Twitter Web App,en,100020,User100020,user_100020,False,2018-04-20 10:19:26.218022,48200,392,14036,caa policy merits and drawbacks discussed in parliament,56,8,9,17,web,"['caa', 'policy', 'merit', 'drawback', 'discussed', 'parliament']"
70966110,NRC and CAA explained; is it fair for all?,2025-11-14 06:19:26.218022,5,0,4,0,Twitter for iPhone,en,100016,User100016,user_100016,False,2015-04-13 10:19:26.218022,25861,1017,55641,nrc and caa explained is it fair for all,42,9,9,6,ios,"['nrc', 'caa', 'explained', 'fair']"
96786817,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-02 11:19:26.218022,1,0,5,0,Twitter for iPhone,en,100135,User100135,user_100135,False,2021-12-22 10:19:26.218022,10985,2832,21497,caanrc policy clarification by ministers sparks reactions,59,7,6,11,ios,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
61217069,NRC and CAA explained; is it fair for all?,2025-11-09 11:19:26.218022,0,0,7,0,Twitter Web App,en,100117,User100117,user_100117,False,2022-10-06 10:19:26.218022,21699,2983,88511,nrc and caa explained is it fair for all,42,9,7,11,web,"['nrc', 'caa', 'explained', 'fair']"
93027288,CAA/NRC policy clarification by ministers sparks reactions.,2025-10-28 08:19:26.218022,2,1,4,0,Twitter for Android,en,100112,User100112,user_100112,False,2017-03-21 10:19:26.218022,47290,396,195054,caanrc policy clarification by ministers sparks reactions,59,7,7,8,android,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
43121540,Support for CAA grows amid confusion about NRC.,2025-10-27 06:19:26.218022,2,2,9,0,Twitter Web App,en,100021,User100021,user_100021,False,2024-08-23 10:19:26.218022,38670,3562,26904,support for caa grows amid confusion about nrc,47,8,13,6,web,"['support', 'caa', 'grows', 'amid', 'confusion', 'nrc']"
36906511,CAA protests in India spark debate over citizenship.,2025-10-28 17:19:26.218022,2,0,10,1,Twitter for Android,en,100002,User100002,user_100002,False,2016-04-01 10:19:26.218022,44141,2920,16073,caa protests in india spark debate over citizenship,52,8,13,17,android,"['caa', 'protest', 'india', 'spark', 'debate', 'citizenship']"
55677485,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-12 14:19:26.218022,0,1,4,0,Twitter Web App,en,100069,User100069,user_100069,False,2025-02-27 10:19:26.218022,10502,981,6152,caanrc policy clarification by ministers sparks reactions,59,7,5,14,web,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
63899323,India politics and CAA: perspectives from different states.,2025-11-07 05:19:26.218022,3,0,3,0,Twitter for Android,en,100003,User100003,user_100003,False,2016-06-04 10:19:26.218022,779,2392,194077,india politics and caa perspectives from different states,59,8,6,5,android,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
17997043,CAA protests in India spark debate over citizenship.,2025-11-08 04:19:26.218022,0,0,6,0,Twitter Web App,en,100146,User100146,user_100146,False,2024-04-13 10:19:26.218022,394,405,172065,caa protests in india spark debate over citizenship,52,8,6,4,web,"['caa', 'protest', 'india', 'spark', 'debate', 'citizenship']"
92450685,India politics and CAA: perspectives from different states.,2025-11-06 10:19:26.218022,3,1,5,0,Twitter Web App,en,100112,User100112,user_100112,False,2017-03-21 10:19:26.218022,47290,396,195054,india politics and caa perspectives from different states,59,8,9,10,web,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
37804333,Debate on CAA continues across cities; protests and support.,2025-11-10 22:19:26.218022,1,1,7,3,Twitter Web App,en,100117,User100117,user_100117,False,2022-10-06 10:19:26.218022,21699,2983,88511,debate on caa continues across cities protests and support,60,9,12,22,web,"['debate', 'caa', 'continues', 'across', 'city', 'protest', 'support']"
35239821,India politics and CAA: perspectives from different states.,2025-11-14 09:19:26.218022,1,0,1,0,Twitter Web App,en,100059,User100059,user_100059,False,2021-10-21 10:19:26.218022,46224,1219,86466,india politics and caa perspectives from different states,59,8,2,9,web,"['india', 'politics', 'caa', 'perspective', 'different', 'state']"
87456782,Why is NRC linked to CAA in discourse?,2025-11-10 01:19:26.218022,3,1,3,0,Twitter for iPhone,en,100119,User100119,user_100119,False,2023-08-17 10:19:26.218022,6741,954,175383,why is nrc linked to caa in discourse,38,8,7,1,ios,"['nrc', 'linked', 'caa', 'discourse']"
97384488,CAA/NRC policy clarification by ministers sparks reactions.,2025-11-09 01:19:26.218022,1,1,6,1,Twitter for iPhone,en,100147,User100147,user_100147,False,2024-05-18 10:19:26.218022,18394,2757,98192,caanrc policy clarification by ministers sparks reactions,59,7,9,1,ios,"['caanrc', 'policy', 'clarification', 'minister', 'spark', 'reaction']"
88326927,Voices against CAA rise; what are the implications?,2025-11-03 16:19:26.218022,3,1,6,1,Twitter Web App,en,100116,User100116,user_100116,False,2016-11-09 10:19:26.218022,1177,2617,1112,voices against caa rise what are the implications,51,8,11,16,web,"['voice', 'caa', 'rise', 'implication']"
